date_received,status,borough,major_category,minor_category,problem_status,problem_code,post_code,type,time_to_close
2023-01-01 09:49:51,CLOSE,MANHATTAN,ELEVATOR,MAINTENANCE,CLOSE,DIRTY OR UNSANITARY,10032,NON EMERGENCY,11
2023-01-01 09:50:14,CLOSE,BROOKLYN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,11220,EMERGENCY,3
2023-01-01 09:53:02,CLOSE,QUEENS,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT AND NO HOT WATER,11104,EMERGENCY,5
2023-01-01 09:55:09,CLOSE,QUEENS,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HOT WATER,11415,EMERGENCY,5
2023-01-01 09:58:59,CLOSE,BRONX,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,10459,EMERGENCY,3
2023-01-01 10:00:33,CLOSE,MANHATTAN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,10033,EMERGENCY,1
2023-01-01 10:01:48,CLOSE,BRONX,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,10455,EMERGENCY,2
2023-01-01 10:02:53,CLOSE,BROOKLYN,PLUMBING,WATER SUPPLY,CLOSE,NO WATER,11209,IMMEDIATE EMERGENCY,4
2023-01-01 10:05:03,CLOSE,MANHATTAN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,10002,EMERGENCY,2
2023-01-01 10:09:14,CLOSE,MANHATTAN,GENERAL,MAILBOX,CLOSE,BOX BROKEN OR MISSING,10032,NON EMERGENCY,11
2023-01-01 10:09:14,CLOSE,MANHATTAN,DOOR/WINDOW,DOOR,CLOSE,LOCK BROKEN OR MISSING,10032,EMERGENCY,11
2023-01-01 10:09:14,CLOSE,MANHATTAN,UNSANITARY CONDITION,PESTS,CLOSE,ROACHES,10032,NON EMERGENCY,11
2023-01-01 10:09:14,CLOSE,MANHATTAN,UNSANITARY CONDITION,PESTS,CLOSE,MICE,10032,NON EMERGENCY,11
2023-01-01 10:09:36,CLOSE,BROOKLYN,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HOT WATER,11226,EMERGENCY,2
2023-01-01 10:13:06,CLOSE,MANHATTAN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,10017,EMERGENCY,2
2023-01-01 10:17:54,CLOSE,BROOKLYN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,11226,EMERGENCY,0
2023-01-01 10:22:02,CLOSE,BRONX,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT,10458,EMERGENCY,4
2023-01-01 10:22:07,CLOSE,MANHATTAN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT AND NO HOT WATER,10003,EMERGENCY,2
2023-01-01 10:23:52,CLOSE,BROOKLYN,PLUMBING,BATHTUB/SHOWER,CLOSE,BROKEN OR MISSING,11226,EMERGENCY,65
2023-01-01 10:24:38,CLOSE,BROOKLYN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,11209,EMERGENCY,1
2023-01-01 10:26:07,CLOSE,QUEENS,GENERAL,CABINET,CLOSE,FALLING OFF WALL,11422,EMERGENCY,44
2023-01-01 10:26:07,CLOSE,QUEENS,UNSANITARY CONDITION,MOLD,CLOSE,N/A,11422,EMERGENCY,44
2023-01-01 10:26:07,CLOSE,QUEENS,FLOORING/STAIRS,FLOOR,CLOSE,SAGGING OR SLOPING,11422,EMERGENCY,44
2023-01-01 10:26:07,CLOSE,QUEENS,SAFETY,SMOKE DETECTOR,CLOSE,BROKEN OR MISSING,11422,EMERGENCY,44
2023-01-01 10:26:07,CLOSE,QUEENS,SAFETY,CARBON MONOXIDE DETECTOR,CLOSE,BROKEN OR MISSING,11422,EMERGENCY,44
2023-01-01 10:26:07,CLOSE,QUEENS,APPLIANCE,REFRIGERATOR,CLOSE,BROKEN DOOR SEAL,11422,NON EMERGENCY,44
2023-01-01 10:26:07,CLOSE,QUEENS,PAINT/PLASTER,WALL,CLOSE,DIRTY OR UNSANITARY,11422,NON EMERGENCY,44
2023-01-01 10:26:07,CLOSE,QUEENS,WATER LEAK,DAMP SPOT,CLOSE,FROM WALL OR CEILING,11422,NON EMERGENCY,44
2023-01-01 10:30:50,CLOSE,BROOKLYN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HOT WATER,11237,EMERGENCY,3
2023-01-01 10:34:32,CLOSE,BROOKLYN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,11225,EMERGENCY,1
2023-01-01 10:39:51,CLOSE,BRONX,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT,10469,EMERGENCY,0
2023-01-01 10:40:07,CLOSE,BRONX,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HOT WATER,10457,EMERGENCY,2
2023-01-01 10:41:10,CLOSE,BROOKLYN,APPLIANCE,ELECTRIC/GAS RANGE,CLOSE,NO GAS OR ELECTRICITY,11230,NON EMERGENCY,7
2023-01-01 10:42:52,CLOSE,BRONX,APPLIANCE,ELECTRIC/GAS RANGE,CLOSE,NO GAS OR ELECTRICITY,10457,NON EMERGENCY,7
2023-01-01 10:44:45,CLOSE,MANHATTAN,ELEVATOR,MAINTENANCE,CLOSE,DIRTY OR UNSANITARY,10033,NON EMERGENCY,102
2023-01-01 10:44:45,CLOSE,MANHATTAN,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,CLOSE,ACCUMULATION,10033,NON EMERGENCY,102
2023-01-01 10:44:45,CLOSE,MANHATTAN,ELECTRIC,NO LIGHTING,CLOSE,ONE ROOM OR AREA,10033,EMERGENCY,102
2023-01-01 10:45:37,CLOSE,MANHATTAN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT AND NO HOT WATER,10025,EMERGENCY,4
2023-01-01 10:45:38,CLOSE,BROOKLYN,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT,11226,EMERGENCY,3
2023-01-01 10:48:16,CLOSE,BRONX,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT AND NO HOT WATER,10469,EMERGENCY,1
2023-01-01 10:50:18,CLOSE,BROOKLYN,WATER LEAK,HEAVY FLOW,CLOSE,AT WALL OR CEILING,11216,EMERGENCY,6
2023-01-01 10:50:30,CLOSE,BRONX,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT AND NO HOT WATER,10467,EMERGENCY,3
2023-01-01 10:54:19,CLOSE,MANHATTAN,WATER LEAK,DAMP SPOT,CLOSE,FROM WALL OR CEILING,10036,NON EMERGENCY,16
2023-01-01 10:54:19,CLOSE,MANHATTAN,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT,10036,EMERGENCY,16
2023-01-01 10:54:40,CLOSE,BRONX,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT,10461,EMERGENCY,1
2023-01-01 10:59:53,CLOSE,BRONX,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,10459,EMERGENCY,3
2023-01-01 11:02:27,CLOSE,MANHATTAN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,10003,EMERGENCY,2
2023-01-01 11:04:25,CLOSE,MANHATTAN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HOT WATER,10024,EMERGENCY,2
2023-01-01 11:05:01,CLOSE,BROOKLYN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,11223,EMERGENCY,2
2023-01-01 11:06:43,CLOSE,BRONX,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT AND NO HOT WATER,10452,EMERGENCY,3
2023-01-01 11:08:47,CLOSE,QUEENS,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,11432,EMERGENCY,3
2023-01-01 11:11:52,CLOSE,BRONX,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,CLOSE,ACCUMULATION,10452,NON EMERGENCY,31
2023-01-01 11:12:17,CLOSE,BROOKLYN,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT,11216,EMERGENCY,46
2023-01-01 11:12:17,CLOSE,BROOKLYN,GENERAL,BELL/BUZZER/INTERCOM,CLOSE,BROKEN OR MISSING,11216,NON EMERGENCY,46
2023-01-01 11:13:23,CLOSE,BRONX,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT,10451,EMERGENCY,3
2023-01-01 11:14:02,CLOSE,STATEN ISLAND,PLUMBING,BATHTUB/SHOWER,CLOSE,BROKEN OR MISSING,10304,EMERGENCY,8
2023-01-01 11:14:02,CLOSE,STATEN ISLAND,DOOR/WINDOW,WINDOW FRAME,CLOSE,LOCK BROKEN OR MISSING,10304,NON EMERGENCY,8
2023-01-01 11:14:02,CLOSE,STATEN ISLAND,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT,10304,EMERGENCY,8
2023-01-01 11:14:02,CLOSE,STATEN ISLAND,UNSANITARY CONDITION,PESTS,CLOSE,ROACHES,10304,NON EMERGENCY,8
2023-01-01 11:16:41,CLOSE,BROOKLYN,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT,11226,EMERGENCY,3
2023-01-01 11:18:27,CLOSE,BRONX,ELECTRIC,NO LIGHTING,CLOSE,ONE ROOM OR AREA,10451,NON EMERGENCY,34
2023-01-01 11:18:39,CLOSE,BRONX,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,10451,EMERGENCY,2
2023-01-01 11:22:16,CLOSE,BRONX,WATER LEAK,HEAVY FLOW,CLOSE,AT WALL OR CEILING,10452,EMERGENCY,3
2023-01-01 11:25:05,CLOSE,BROOKLYN,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT,11234,EMERGENCY,0
2023-01-01 11:28:37,CLOSE,BROOKLYN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HOT WATER,11212,EMERGENCY,2
2023-01-01 11:28:58,CLOSE,QUEENS,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT,11692,EMERGENCY,5
2023-01-01 11:29:34,CLOSE,BROOKLYN,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT,11216,EMERGENCY,3
2023-01-01 11:32:52,CLOSE,QUEENS,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HOT WATER,11102,EMERGENCY,3
2023-01-01 11:40:54,CLOSE,BROOKLYN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT AND NO HOT WATER,11215,EMERGENCY,2
2023-01-01 11:43:51,CLOSE,MANHATTAN,UNSANITARY CONDITION,SEWAGE,CLOSE,BROKEN/BLOCKED SEWAGE PIPE,10029,EMERGENCY,13
2023-01-01 11:43:51,CLOSE,MANHATTAN,UNSANITARY CONDITION,MOLD,CLOSE,N/A,10029,EMERGENCY,13
2023-01-01 11:44:05,CLOSE,BROOKLYN,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT,11216,EMERGENCY,46
2023-01-01 11:44:05,CLOSE,BROOKLYN,GENERAL,BELL/BUZZER/INTERCOM,CLOSE,BROKEN OR MISSING,11216,NON EMERGENCY,46
2023-01-01 11:45:08,CLOSE,BRONX,ELECTRIC,POWER OUTAGE,CLOSE,ENTIRE APARTMENT,10459,IMMEDIATE EMERGENCY,2
2023-01-01 11:54:13,CLOSE,QUEENS,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT AND NO HOT WATER,11415,EMERGENCY,5
2023-01-01 11:55:43,CLOSE,BROOKLYN,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT AND NO HOT WATER,11235,EMERGENCY,3
2023-01-01 12:00:00,CLOSE,BROOKLYN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,11221,EMERGENCY,3
2023-01-01 12:01:19,CLOSE,MANHATTAN,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT AND NO HOT WATER,10024,EMERGENCY,2
2023-01-01 12:02:34,CLOSE,QUEENS,DOOR/WINDOW,DOOR,CLOSE,LOCK BROKEN OR MISSING,11106,EMERGENCY,18
2023-01-01 12:07:25,CLOSE,QUEENS,PAINT/PLASTER,CEILING,CLOSE,COLLAPSING OR FALLING,11693,IMMEDIATE EMERGENCY,1
2023-01-01 12:08:36,CLOSE,BRONX,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HOT WATER,10453,EMERGENCY,3
2023-01-01 12:08:47,CLOSE,QUEENS,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT AND NO HOT WATER,11373,EMERGENCY,1
2023-01-01 12:08:54,CLOSE,BROOKLYN,PLUMBING,WATER SUPPLY,CLOSE,NO HOT WATER,11215,EMERGENCY,46
2023-01-01 12:08:54,CLOSE,BROOKLYN,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,CLOSE,MISSING OR INADEQUATE CANS/LID,11215,NON EMERGENCY,46
2023-01-01 12:14:20,CLOSE,BRONX,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HOT WATER,10457,EMERGENCY,2
2023-01-01 12:16:30,CLOSE,BRONX,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT AND NO HOT WATER,10468,EMERGENCY,2
2023-01-01 12:19:27,CLOSE,BROOKLYN,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT AND NO HOT WATER,11234,EMERGENCY,4
2023-01-01 12:19:41,CLOSE,QUEENS,UNSANITARY CONDITION,SEWAGE,CLOSE,RAW SEWAGE ACCUMULATION,11693,EMERGENCY,11
2023-01-01 12:19:43,CLOSE,BRONX,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT,10451,EMERGENCY,2
2023-01-01 12:19:46,CLOSE,BROOKLYN,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT,11212,EMERGENCY,2
2023-01-01 12:19:59,CLOSE,BRONX,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT AND NO HOT WATER,10463,EMERGENCY,1
2023-01-01 12:22:20,CLOSE,MANHATTAN,PLUMBING,TOILET,CLOSE,FLUSH HANDLE BROKEN OR MISSING,10031,EMERGENCY,59
2023-01-01 12:22:20,CLOSE,MANHATTAN,DOOR/WINDOW,WINDOW FRAME,CLOSE,LOCK BROKEN OR MISSING,10031,NON EMERGENCY,59
2023-01-01 12:22:20,CLOSE,MANHATTAN,GENERAL,CABINET,CLOSE,DAMAGED OR MISSING,10031,NON EMERGENCY,59
2023-01-01 12:22:20,CLOSE,MANHATTAN,PLUMBING,BATHTUB/SHOWER,CLOSE,BROKEN OR MISSING,10031,EMERGENCY,59
2023-01-01 12:22:20,CLOSE,MANHATTAN,ELECTRIC,LIGHTING,CLOSE,DIMS OR FLICKERS,10031,NON EMERGENCY,59
2023-01-01 12:22:20,CLOSE,MANHATTAN,PLUMBING,TOILET,CLOSE,BOWL STOPPED UP,10031,EMERGENCY,59
2023-01-01 12:22:20,CLOSE,MANHATTAN,DOOR/WINDOW,WINDOW FRAME,CLOSE,LOOSE OR DEFECTIVE,10031,EMERGENCY,59
2023-01-01 12:23:29,CLOSE,BRONX,UNSANITARY CONDITION,PESTS,CLOSE,ROACHES,10462,NON EMERGENCY,22
2023-01-01 12:23:44,CLOSE,BROOKLYN,PAINT/PLASTER,CEILING,CLOSE,COLLAPSING OR FALLING,11235,IMMEDIATE EMERGENCY,3
2023-01-01 12:24:29,CLOSE,BRONX,GENERAL,JANITOR/SUPER,CLOSE,NO JANITOR AVAILABLE,10468,NON EMERGENCY,8
2023-01-01 12:25:24,CLOSE,MANHATTAN,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,CLOSE,ACCUMULATION,10032,NON EMERGENCY,129
2023-01-01 12:25:30,CLOSE,MANHATTAN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,10003,EMERGENCY,1
2023-01-01 12:26:07,CLOSE,BROOKLYN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT AND NO HOT WATER,11203,EMERGENCY,3
2023-01-01 12:26:33,CLOSE,QUEENS,GENERAL,COOKING GAS,CLOSE,SHUT-OFF,11103,EMERGENCY,5
2023-01-01 12:26:33,CLOSE,QUEENS,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT AND NO HOT WATER,11103,EMERGENCY,5
2023-01-01 12:27:01,CLOSE,MANHATTAN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT AND NO HOT WATER,10034,EMERGENCY,2
2023-01-01 12:27:54,CLOSE,BRONX,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HOT WATER,10458,EMERGENCY,2
2023-01-01 12:28:40,CLOSE,BROOKLYN,WATER LEAK,SLOW LEAK,CLOSE,AT WALL OR CEILING,11203,NON EMERGENCY,7
2023-01-01 12:30:01,CLOSE,MANHATTAN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,10032,EMERGENCY,3
2023-01-01 12:31:25,CLOSE,BRONX,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT AND NO HOT WATER,10459,EMERGENCY,1
2023-01-01 12:32:11,CLOSE,MANHATTAN,UNSANITARY CONDITION,PESTS,CLOSE,BED BUGS,10009,EMERGENCY,35
2023-01-01 12:32:11,CLOSE,MANHATTAN,UNSANITARY CONDITION,PESTS,CLOSE,MICE,10009,NON EMERGENCY,35
2023-01-01 12:32:18,CLOSE,MANHATTAN,UNSANITARY CONDITION,PESTS,CLOSE,MICE,10034,NON EMERGENCY,22
2023-01-01 12:32:19,CLOSE,BRONX,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HOT WATER,10472,EMERGENCY,3
2023-01-01 12:33:03,CLOSE,BROOKLYN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,11233,EMERGENCY,3
2023-01-01 12:37:14,CLOSE,MANHATTAN,ELECTRIC,POWER OUTAGE,CLOSE,ENTIRE BUILDING,10021,IMMEDIATE EMERGENCY,4
2023-01-01 12:38:57,CLOSE,QUEENS,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,11103,EMERGENCY,3
2023-01-01 12:40:32,CLOSE,MANHATTAN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HOT WATER,10009,EMERGENCY,2
2023-01-01 12:44:14,CLOSE,BROOKLYN,UNSANITARY CONDITION,MOLD,CLOSE,N/A,11212,EMERGENCY,80
2023-01-01 12:47:04,CLOSE,BRONX,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT AND NO HOT WATER,10458,EMERGENCY,2
2023-01-01 12:47:55,CLOSE,BROOKLYN,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT,11213,EMERGENCY,3
2023-01-01 12:48:35,CLOSE,BROOKLYN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HOT WATER,11215,EMERGENCY,2
2023-01-01 12:48:50,CLOSE,BRONX,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT AND NO HOT WATER,10467,EMERGENCY,2
2023-01-01 12:50:20,CLOSE,MANHATTAN,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,CLOSE,ACCUMULATION,10033,NON EMERGENCY,102
2023-01-01 12:52:10,CLOSE,MANHATTAN,PLUMBING,RADIATOR,CLOSE,SHUT OFF VALVE BROKEN,10128,EMERGENCY,2
2023-01-01 12:52:10,CLOSE,MANHATTAN,PLUMBING,STEAM PIPE/RISER,CLOSE,CRACKED OR BROKEN,10128,IMMEDIATE EMERGENCY,2
2023-01-01 12:52:15,CLOSE,MANHATTAN,ELECTRIC,WIRING,CLOSE,ILLEGAL,10035,EMERGENCY,15
2023-01-01 12:56:13,CLOSE,BROOKLYN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,11226,EMERGENCY,2
2023-01-01 12:56:16,CLOSE,BRONX,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HOT WATER,10467,EMERGENCY,2
2023-01-01 12:57:16,CLOSE,BRONX,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,10462,EMERGENCY,3
2023-01-01 12:58:38,CLOSE,QUEENS,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,11104,EMERGENCY,2
2023-01-01 12:58:54,CLOSE,BROOKLYN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT AND NO HOT WATER,11215,EMERGENCY,2
2023-01-01 12:59:16,CLOSE,BRONX,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT,10466,EMERGENCY,2
2023-01-01 13:00:55,CLOSE,BRONX,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,10463,EMERGENCY,2
2023-01-01 13:02:04,CLOSE,BROOKLYN,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,CLOSE,MISSING OR INADEQUATE CANS/LID,11233,NON EMERGENCY,7
2023-01-01 13:04:54,CLOSE,QUEENS,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,11372,EMERGENCY,5
2023-01-01 13:07:53,CLOSE,QUEENS,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,11372,EMERGENCY,5
2023-01-01 13:11:09,CLOSE,MANHATTAN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,10003,EMERGENCY,2
2023-01-01 13:11:12,CLOSE,BROOKLYN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,11203,EMERGENCY,3
2023-01-01 13:14:12,CLOSE,BRONX,FLOORING/STAIRS,FLOOR,CLOSE,BROKEN OR DEFECTIVE,10457,NON EMERGENCY,245
2023-01-01 13:14:32,CLOSE,BRONX,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HOT WATER,10461,EMERGENCY,3
2023-01-01 13:15:07,CLOSE,BRONX,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,10467,EMERGENCY,2
2023-01-01 13:15:22,CLOSE,BROOKLYN,DOOR/WINDOW,WINDOW FRAME,CLOSE,LOCK BROKEN OR MISSING,11207,NON EMERGENCY,57
2023-01-01 13:17:57,CLOSE,BROOKLYN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT AND NO HOT WATER,11215,EMERGENCY,2
2023-01-01 13:18:43,CLOSE,MANHATTAN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,10040,EMERGENCY,1
2023-01-01 13:19:46,CLOSE,MANHATTAN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,10026,EMERGENCY,1
2023-01-01 13:19:46,CLOSE,BRONX,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HOT WATER,10457,EMERGENCY,3
2023-01-01 13:21:10,CLOSE,QUEENS,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HOT WATER,11355,EMERGENCY,3
2023-01-01 13:22:47,CLOSE,MANHATTAN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,10032,EMERGENCY,3
2023-01-01 13:25:41,CLOSE,MANHATTAN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HOT WATER,10009,EMERGENCY,2
2023-01-01 13:30:08,CLOSE,STATEN ISLAND,ELECTRIC,NO LIGHTING,CLOSE,ONE ROOM OR AREA,10302,EMERGENCY,65
2023-01-01 13:30:08,CLOSE,STATEN ISLAND,GENERAL,COOKING GAS,CLOSE,SHUT-OFF,10302,EMERGENCY,65
2023-01-01 13:30:08,CLOSE,STATEN ISLAND,PLUMBING,WATER SUPPLY,CLOSE,NO WATER,10302,EMERGENCY,65
2023-01-01 13:31:09,CLOSE,MANHATTAN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HOT WATER,10026,EMERGENCY,3
2023-01-01 13:31:48,CLOSE,MANHATTAN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HOT WATER,10026,EMERGENCY,1
2023-01-01 13:32:35,CLOSE,MANHATTAN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HOT WATER,10026,EMERGENCY,1
2023-01-01 13:33:50,CLOSE,QUEENS,UNSANITARY CONDITION,MOLD,CLOSE,N/A,11423,EMERGENCY,61
2023-01-01 13:33:50,CLOSE,QUEENS,PAINT/PLASTER,WALL,CLOSE,DIRTY OR UNSANITARY,11423,NON EMERGENCY,61
2023-01-01 13:34:22,CLOSE,BROOKLYN,UNSANITARY CONDITION,PESTS,CLOSE,MICE,11226,NON EMERGENCY,7
2023-01-01 13:34:49,CLOSE,BRONX,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,CLOSE,MISSING OR INADEQUATE CANS/LID,10458,NON EMERGENCY,49
2023-01-01 13:34:49,CLOSE,BRONX,GENERAL,JANITOR/SUPER,CLOSE,NO JANITOR AVAILABLE,10458,NON EMERGENCY,49
2023-01-01 13:36:16,CLOSE,BRONX,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,CLOSE,MISSING OR INADEQUATE CANS/LID,10469,NON EMERGENCY,261
2023-01-01 13:36:22,CLOSE,BRONX,ELECTRIC,NO LIGHTING,CLOSE,ONE ROOM OR AREA,10467,EMERGENCY,3
2023-01-01 13:36:22,CLOSE,BRONX,WATER LEAK,DAMP SPOT,CLOSE,FROM WALL OR CEILING,10467,NON EMERGENCY,3
2023-01-01 13:36:22,CLOSE,BRONX,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT AND NO HOT WATER,10467,EMERGENCY,3
2023-01-01 13:36:32,CLOSE,BRONX,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT AND NO HOT WATER,10457,EMERGENCY,2
2023-01-01 13:37:00,CLOSE,BRONX,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HOT WATER,10456,EMERGENCY,3
2023-01-01 13:39:20,CLOSE,MANHATTAN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,10027,EMERGENCY,1
2023-01-01 13:40:12,CLOSE,BROOKLYN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HOT WATER,11237,EMERGENCY,3
2023-01-01 13:40:41,CLOSE,BROOKLYN,WATER LEAK,HEAVY FLOW,CLOSE,AT WALL OR CEILING,11214,EMERGENCY,59
2023-01-01 13:40:50,CLOSE,BROOKLYN,ELECTRIC,WIRING,CLOSE,EXPOSED,11201,EMERGENCY,26
2023-01-01 13:42:15,CLOSE,BRONX,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT,10458,EMERGENCY,2
2023-01-01 13:49:08,CLOSE,BRONX,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,10469,EMERGENCY,2
2023-01-01 13:50:20,CLOSE,BRONX,FLOORING/STAIRS,FLOOR,CLOSE,BROKEN OR DEFECTIVE,10470,NON EMERGENCY,7
2023-01-01 13:53:54,CLOSE,BROOKLYN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,11213,EMERGENCY,0
2023-01-01 13:54:43,CLOSE,QUEENS,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HOT WATER,11691,EMERGENCY,3
2023-01-01 13:58:37,CLOSE,BROOKLYN,ELECTRIC,POWER OUTAGE,CLOSE,HALLS AND STAIRS ONLY,11238,IMMEDIATE EMERGENCY,5
